GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	8vs0	10vs0	tt_dev$adj.P.Val	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0280993	DDB_G0280993	NA	DUF1692 family protein	Q54UL9	 0.013298575359767	-0.08517742996	-0.1697556021	  0.15089758704	0.492982198252387	   65.1517779	   56.6341823	   91.3722732	   70.9021089	   64.2195986	   71.2602488	   64.5924157	   54.7535768	   79.8204831	   30.2395153	   32.4865559	   50.6830347	   21.9210326	   33.3206540	   32.1709188
DDB_G0287397	DDB_G0287397	NA	TatD-related deoxyribonuclease	Q54KD6	-0.585921374906031	-0.51467015113	-0.7851407468	 -0.48435692649	0.492982198252387	   54.7172509	   52.6884589	   43.0164655	   45.9853505	   53.1924395	   67.3463281	   46.4230141	   46.7091564	   45.0051759	   38.9034274	   46.1676110	   44.3321449	   31.5036594	   50.5694916	   36.2576649
DDB_G0268624	DDB_G0268624	Elp6	UPF0405 family protein	Q9GPT6	-2.326233810311464	-1.08229605446	-1.2184086505	 -0.99418475352	0.493407968943093	    2.8598388	    3.0235394	    3.2390329	    2.5177654	    2.2666042	    7.3376774	    2.3812871	    2.2774607	    4.5153548	    0.6668800	    1.8838154	    1.4750391	    2.4921853	    2.7321251	    2.0898081
DDB_G0279537	ap3d1	NA	delta adaptin, adaptor-related protein complex 3, delta 1 subunit	Q54WN0	 0.021733224331459	-0.07955001397	-0.1300482962	 -0.07647278589	0.493611764208557	   27.1851536	   17.9598503	   24.7870137	   18.9497403	   19.5516351	   17.5686210	   16.7684416	   18.3344818	   17.2651710	   16.9922799	   19.2007477	   13.8653256	   21.1264034	   24.6364849	   16.1558525
DDB_G0284869	memo1	2034, orf2034	unknown	Q54NZ1	 1.532362598009603	 0.86853621471	 2.0730375218	  1.32717262282	0.49380243149276	    5.2713396	    2.5932474	    4.4211029	    5.9000876	    5.6871638	    5.6076376	    6.3442776	    2.1293341	    2.8025651	    4.8083857	    2.0125136	    3.7020526	    4.2311542	    2.9290028	    1.2873757
DDB_G0280923	DDB_G0280923	NA	ankyrin repeat-containing protein	Q54UN6	 0.048139596362104	 0.07647981976	 0.1105187687	 -0.06448987296	0.49380243149276	   36.8963932	   41.8498254	   43.2027012	   39.0296629	   33.4069455	   37.7833338	   24.3402154	   26.7360998	   38.1066588	   19.0571143	   16.1368544	   28.3984133	   33.4186355	   22.7257202	   33.6920128
DDB_G0289231	DDB_G0289231	NA	peptidase S28 family protein	Q54HT4	-1.142413849383801	-0.02435322142	-0.2144223281	 -1.19355825065	0.494023726264852	  233.6093027	  247.1441827	  224.4187559	  230.2346406	  248.3189303	  313.9072422	  251.9731144	  229.2423440	  218.5729884	  241.8735558	  268.1173324	  244.0206349	  285.9241037	  248.0621907	  258.9070146
DDB_G0284811	DDB_G0284811	NA	NA	Q54P39	-0.396581125594005	 0.16680862863	-0.3218048362	 -0.53374682624	0.494023726264852	   26.3795801	   27.9479668	   25.8952043	   29.3297379	   19.8199496	   22.0884353	   22.7758289	   26.9690969	   22.7151848	   22.4432429	   11.7991845	   17.5120898	   18.2505173	   23.0906456	   18.1502808
DDB_G0274577	DG1124	NA	calcium-binding EF-hand domain-containing protein	Q86A78	 0.092860596091136	 0.01097957218	 0.3623625548	  0.35115104210	0.494023726264852	    4.5538928	    4.0895716	    1.5463070	    2.3020342	    2.6391828	    2.0052951	    2.3866053	    4.5562812	    2.3056679	    3.1530498	    2.4791921	    2.1318484	    2.1604808	    3.0663781	    2.0279506
DDB_G0281401	DDB_G0281401	NA	P-type ATPase, transmembrane protein	Q54U08	-1.989379255070699	-3.49052533434	-1.6863513865	 -1.67735691763	0.494023726264852	   20.4573494	   16.9278984	   29.1209550	   23.2289591	   22.7708679	   15.7157672	   20.9429719	   21.9857181	   20.9758537	   10.5604811	   15.7440708	   17.5262466	   13.7500634	   14.8826667	   14.6134920
DDB_G0284039	pprA	NA	Protein phosphatase 1 regulatory subunit 7	Q54Q39	-0.047486261880998	-0.00452911851	 0.0913446283	 -0.07995634639	0.494347673745911	   67.2956044	   48.5232406	   61.7821366	  121.9571652	  102.9891612	  101.3630913	  131.1547549	  133.8024761	  134.3408349	  143.9476355	  169.3611144	  114.2996574	  157.0505736	  134.5530701	  111.0220000
DDB_G0271144	cnxA	NA	calnexin	Q55BA8	 0.034472489358266	 0.01398991351	 0.1075583074	  0.21288505533	0.494355507574486	   28.1639476	   24.9973618	   27.1970149	   20.7567291	   20.3862853	   18.7559980	   20.4579588	   20.3965211	   18.3260374	   20.3962881	   12.9370976	   15.0633759	    2.5177185	   17.7855686	   11.9213939
DDB_G0273069	ndkC-1	gip17, ndkC, NDK, NDPK	nucleoside diphosphate kinase, NDP kinase	P22887	-0.118969834278648	-0.10974897386	-0.1943188889	 -0.13327855373	0.495186301278738	   19.6581842	    7.4021977	    6.6269008	   20.4180387	    3.4160174	    4.3716408	    8.9901307	   14.6083694	   20.4174939	   12.8831743	    2.8396897	   18.9976123	   25.1435342	   34.3447826	   25.8329148
DDB_G0277087	purH	NA	AICAR transformylase / IMP cyclohydrolase, inosine monophosphate cyclohydrolase / phosphoribosylaminoimidazolecarboxamide formyltransferase	Q86L14	-0.095479991030795	-0.13730904872	-0.1429442316	 -0.27016567976	0.4952105953707	    7.7174195	    6.4542666	    5.6135811	    8.8815832	    4.7825266	    6.8465787	    2.5525660	    2.7007293	    4.4617512	    2.4044743	    2.0539358	    3.1698197	    2.5202543	    2.9069185	    2.6106474
DDB_G0290237	acbd6	NA	ankyrin repeat-containing protein, acyl-CoA binding protein, acyl-CoA-binding domain-containing protein 6	Q54GC8	-0.389702446378600	-0.28173580039	-0.4917383882	 -0.46658267723	0.497670310588195	   97.6167530	  100.0150971	  180.8689614	  153.9554582	  146.1201076	  126.5345329	  156.9954735	  158.0514978	  169.5907340	  188.5077033	  146.7608116	  157.0625877	  189.6671017	  187.5592101	  152.0284300
DDB_G0267452	sonA	ubqln	UAS domain-containing protein, ubiquilin domain-containing protein	Q9NIF3	-0.010232213083637	 0.00666295592	 0.2161367456	  0.14893812647	0.498352896030067	   18.3780098	    1.7973068	    3.5138112	   14.8309213	   13.2942105	    2.0741325	   26.3939454	   37.7883421	   31.2291378	   72.7174645	  100.9697579	   49.4254044	   43.1968930	   57.2423783	   43.9866986
DDB_G0277139	apm2	DdApm1, AP-2&mu;2, AP2M2	clathrin-adaptor medium chain AP-2	P54672	 0.123510894723132	 0.22860316011	 0.2418615518	  0.27149364661	0.499081374884695	    6.1398121	    6.8973349	    3.7440051	    5.8477731	   10.7678006	    6.1842937	   13.9058342	    9.2271133	   10.8731052	   13.3451110	    2.4001939	   11.5237559	   16.1567789	   11.1615247	   15.5724433
DDB_G0283567	DDB_G0283567	NA	unknown	Q54QW5	-0.693168432313797	 0.11552060037	-0.2917103100	 -0.43482112152	0.49949780809961	   13.5691416	   13.7916466	   11.9698037	   16.1145047	   15.6769284	   16.9252920	   17.5454763	   15.1639498	   13.4164322	   14.8213587	   17.7904940	   15.7362049	   15.4507624	   12.8422948	   13.5298063
DDB_G0282035	eif2s2	NA	eIF-3 beta, eukaryotic translation initiation factor 2 (eIF2) subunit 2	Q54T27	 0.089897828022606	-0.06398525206	-0.0854102690	 -0.09176065539	0.49949780809961	    4.4855719	    1.2273416	    2.7611299	    2.7017512	    2.4991298	    5.0612812	    2.0166372	    3.8404326	    3.0094702	   23.7891438	   18.2800679	   13.6655420	   13.7620893	   20.0855550	    2.1709612
DDB_G0293646	mcfN	slc25a3	mitochondrial substrate carrier family protein N	Q54BF6	-0.090938528115029	 0.01795111453	-0.1165245534	 -0.21061012656	0.500579638772646	   43.7467718	   46.1170484	    3.2480950	   14.3715699	   34.2310873	   71.9512854	   48.2150437	   65.4776595	   61.0084634	   36.6197991	   36.3443768	   32.4625767	   67.6913506	   18.9411355	   61.5595387
DDB_G0274833	mapksp1	NA	mitogen-activated protein kinase kinase 1-interacting protein, mitogen-activated protein kinase scaffold protein 1	Q86J23	-0.040400941641394	 0.01636075856	-0.1291234228	 -0.38359364365	0.500579638772646	    1.5720432	    2.8495563	    3.5177008	    4.0802646	    2.6348767	    4.3576818	    4.1986180	    4.5142416	    7.1995184	    3.7371133	    2.6338036	    5.1131790	    5.3768359	    4.4632310	    2.7562434
DDB_G0282819	sglA	NA	sphingosine-1-phosphate lyase, S1P lyase	Q54RV9	-0.011315909430134	 0.15457964170	 0.2676153213	  0.17031267321	0.500579638772646	  340.1747707	  343.0275941	  355.2533331	  336.5965072	  319.7270721	  302.9319066	  254.0937076	  310.3899513	  258.5407374	  162.9205237	  169.3525983	  133.0477008	  167.3135926	  126.3172325	  130.1583695
DDB_G0279459	DDB_G0279459	NA	NA	Q54WT0	 0.216560552941302	-0.35772586917	 0.0906890769	 -0.02232199887	0.500822969341212	   27.7055645	   26.1965887	   17.5364612	   36.8648007	   31.0602540	   52.4932279	   25.2993214	   24.1994305	   21.4856952	   32.4847362	   40.6526159	   39.9001445	   25.6379897	   27.7862428	   59.0500591
DDB_G0286345	zplF	zntB	ZIP-like protein F	Q54LY6	 0.921591158686806	 1.23698653771	 1.6282324473	  1.16581467057	0.500822969341212	   22.0353664	   18.6577661	   25.1695602	   16.0340133	   16.8679107	   17.5524806	   14.7342745	   17.1846245	   19.4908389	   16.9713700	   21.9941959	   21.1512715	   25.4095870	   22.2805509	   19.1510378
DDB_G0267728	uduA3	NA	unknown protein UduA3	Q55GC4	 0.113729015566608	-0.03814639560	-0.1306779745	 -0.43705423933	0.500822969341212	   15.1059470	   14.6373385	   19.4040640	   10.7332412	   12.2502547	   11.4885117	    7.2179881	   16.6527191	   10.5562550	   29.5130460	   12.5333896	   10.8222208	   16.5363093	   10.1095074	   12.4820821
DDB_G0272518	DDB_G0272518	NA	NA	Q7KWV8	 0.180032273562272	-0.03507410235	 0.1590471826	 -0.14289878661	0.500822969341212	    2.7879484	    2.8564176	    2.0273518	    2.0030074	    2.2230821	    2.0442450	    2.6314864	    2.3584876	    2.9962262	   25.9471440	   23.9969948	   15.3285647	   32.2665620	   15.2948939	   14.4712337
DDB_G0290277	nudt19	NA	nucleoside diphosphate-linked moiety X motif 19	Q54GC2	-0.217019244712762	-0.31883749397	-0.6675807700	 -0.65603812621	0.501204047518185	    8.2888128	    2.0010541	    9.5853799	    8.6536007	   10.7670382	   21.1418304	    3.8420181	    7.8864631	    7.5712156	    9.8278358	    6.7898990	   12.3168243	   16.8757772	   13.8649725	    5.2567083
DDB_G0278961	DDB_G0278961	NA	phytanoyl-CoA dioxygenase domain-containing protein	Q54XH6	 0.060496462871237	-0.06367205372	 0.2092603050	  0.07925357566	0.501204047518185	   73.0432434	   75.4511966	   98.5505240	   72.1774199	   82.5513807	   88.2020800	   67.3156157	   74.7977474	   74.0859132	   52.8603455	   47.5204406	   57.4543212	   42.1465214	   39.2828828	   60.2519165
DDB_G0277203	DDB_G0277203	NA	NAD-dependent epimerase/dehydratase family protein	Q86AQ3	 0.030356051832337	 0.15635696334	-0.0749537658	 -0.09597438008	0.501204047518185	  268.5199600	  266.2719100	  284.1333185	  273.5455231	  276.7247256	  271.1419445	  274.7011387	  269.6526370	  254.5002161	  253.3205783	  237.5109988	  235.5165407	  240.8285223	  242.3184288	  225.1744643
DDB_G0284825	DDB_G0284825	NA	RapGAP/RanGAP domain-containing protein, putative RanGAP	Q54P30	-0.037998452386767	-1.26171643741	-0.8610118968	 -0.89584111921	0.501265011677345	   24.9517002	   11.1079584	   19.2353601	   19.8971995	   14.2697329	    2.8565811	   22.1900752	   20.5523120	    3.2165764	   33.5446881	   26.7421212	   27.4655427	   34.9750595	   29.3309214	   28.4744009
DDB_G0277131	gxcBB	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein, calponin homology (CH) domain-containing protein	Q86K95	 0.300173288818341	 0.88526310490	 0.6203359125	  0.35989264233	0.501265011677345	    1.5805883	    2.1736804	    2.6553455	    1.6863547	    2.1763660	    2.5150122	    2.4227690	    2.4127412	    3.6617846	   90.7121475	   77.5192115	   45.6934494	   98.7454507	   77.6725250	   66.6194966
DDB_G0274241	bre1	NA	RING zinc finger-containing protein, RmlC-like cupin family protein	Q86KL1	 0.337272788789965	 0.50667075924	-0.2779851197	  0.81350277018	0.501380660672736	    2.7845083	    1.8562266	    2.6008708	    2.7264400	    3.5837031	    2.4357997	    2.4071463	    2.9674508	    1.8515187	   36.7853274	   23.2204107	   14.9878014	   41.2443025	   28.0958509	   22.5510932
DDB_G0288801	scdA	des9-2, scd1, SDC, des9, stearoyl-CoA 9-desaturase, SCD	delta 9 fatty acid desaturase ScdA	Q54IE9	 1.893801450964094	 4.72853648201	 2.3914999440	  4.75355556052	0.501511690047574	   22.7648612	   22.5728250	   24.0880251	   22.4151618	   24.5310151	   22.5838949	   24.2438322	   23.2336283	   24.1039538	   25.2799475	   23.0819649	   24.5431680	   18.3424627	   29.6824677	   25.9135909
DDB_G0285311	gpmA	PGAM	phosphoglycerate mutase	Q54NE6	 0.041082175132309	 0.00209504060	 0.2516708866	  0.13156401658	0.504324031347699	   20.7178290	    2.0572183	   26.5192184	    1.8256203	   15.6411041	   15.5134318	   20.4104964	    4.1609215	   27.3635748	   28.8660841	   26.5999301	   29.4053954	   46.3505272	   35.2037201	   31.1213499
DDB_G0269570	rabggta	NA	protein geranylgeranyltransferase type II, Rab geranylgeranyltransferase alpha subunit	Q55DQ4	-0.277945969512161	-0.63753992833	 0.7963159995	  0.86843050225	0.504924095935963	  103.4652727	  115.7684624	  120.9254435	  100.1025365	  132.5526314	  101.3693028	  128.8600488	  108.7548892	  105.5068335	  115.0540655	   83.1447508	  104.0422383	   68.4965762	   93.7490145	  103.5975346
DDB_G0276491	mettl1	NA	tRNA (guanine-N7-)-methyltransferase, tRNA(m7G46)-methyltransferase	Q551M3	 0.010062469926808	-0.27239145484	-0.2073908592	 -0.39755543594	0.506511136004416	   31.2562719	   23.2661141	   21.9681728	   36.5141680	   32.2555536	   41.3008257	   39.7598229	   29.2290032	   34.3519570	   40.8251540	   39.5068185	   33.6744182	   20.9044694	   33.0469800	   34.2171564
DDB_G0277437	nubp1	NA	nucleotide binding protein 1	Q8T2F3	-0.023489045257362	 0.05441660607	-0.0192657185	 -0.18397538872	0.507310315298062	  352.4237056	  298.5333491	  305.9358045	  296.3410880	  286.7307186	  291.6331127	  294.8165706	  307.1964024	  352.2089544	  280.9948351	  407.0262267	  337.7063473	  424.6701240	  370.6723307	  347.3745780
DDB_G0284117	phbB	NA	prohibitin	Q54Q31	 0.042513959582295	 0.10292760141	-0.0752823369	 -0.05895626980	0.507378284324828	    1.9310674	    2.3362843	    3.0512536	    2.1321605	    2.3117959	    1.5283646	    1.9125915	    2.1480067	    2.0453505	    2.2070749	    2.5558562	    1.6960740	    2.3026539	    2.7586905	    2.1511297
DDB_G0278969	empC	NA	emp24/gp25L/p24 family protein C	Q769F7	 0.051994358910267	-1.78761471495	 0.2219186193	  0.25866579968	0.507378284324828	  210.8678630	  237.6730794	  237.2602748	  274.5506120	  276.3136651	  313.7917280	  288.0599310	  267.3976400	  254.3145234	  268.0862543	  239.4551374	  222.3720899	  197.6834407	  142.0526126	  173.8951205
DDB_G0268036	DDB_G0268036	NA	2,3-diketo-5-methylthio-1-phosphopentane enolase	Q55FM6	-0.129411183929728	-0.28882333486	-0.1335385913	 -0.47689400858	0.507378284324828	  119.9134401	  106.2126708	  123.1204967	  106.7387974	  119.3364167	  115.2370369	   91.5972954	   97.8770968	   90.1596967	   96.0661591	  111.5057971	   98.7224070	  113.0184707	  107.4543496	  104.8251016
DDB_G0292380	fhbB	DdFHb, DidiB	flavohemoglobin	Q54D73	 0.575418087956799	 0.33108143059	-1.0493948666	 -1.25986513727	0.50754795813992	  385.4684132	  365.3136785	  323.4465796	  132.4573032	  300.6067428	  182.4049483	  330.7348562	  433.8527036	  300.8822268	   45.7483938	    2.0486585	  267.4255378	    2.4821767	   91.3814526	    1.9300450
DDB_G0294058	mrps13	rps13	ribosomal protein S13, ribosomal protein S13, mitochondrial	O21038	 0.330823386578043	 0.08965488553	-1.3041221594	  0.09164284959	0.50754795813992	    2.5559513	    2.5850810	    2.4912595	    2.3861194	    2.6196472	    2.3183969	    2.3330480	    2.2039484	    2.7385089	   28.4017036	   23.6265911	    2.1172433	   33.1683790	   15.0024573	    4.4199151
DDB_G0288273	rpl10	rpl10e	S60 ribosomal protein L10	Q54J69	-0.089593058310422	-0.03656102999	-0.2013378867	 -0.22177558118	0.508173798313857	  107.2870369	  113.4177550	  118.4806868	  105.4033445	  133.2377934	  136.8169685	  132.0467455	  127.0044895	  119.7207356	  149.2131378	  154.8515454	  141.1494803	  166.5059993	  135.8275270	  177.5685095
DDB_G0284629	DDB_G0284629	NA	unknown	Q54PD4	-0.067055661874217	-0.11409606344	-0.0942765222	 -0.22940354473	0.50867823396548	   14.5836529	   11.2886266	   14.1489831	    3.0301382	   14.6018238	   12.9735464	    5.4325665	   10.7898871	   11.1301120	    9.6877228	   10.8461161	    9.7467917	   11.7541136	   10.1193940	    1.9560844
DDB_G0272542	prkag	AMPK gamma subunit	AMP-activated protein kinase gamma subunit	Q8T277	 0.590494997737765	-0.02214284887	 0.5770542011	  0.52506620204	0.508787771933457	   27.9761185	   32.4424681	   15.3228977	   33.7270425	   31.8620010	    3.0376947	   28.4150495	   30.3257295	   17.2135624	   23.2147843	   22.4255583	   16.8770748	   17.5185281	   21.9097115	   11.5626396
DDB_G0288833	derl1	NA	derlin-1	Q54IC9	-0.004346609461129	-0.03490125353	 0.4735591263	  0.14982019659	0.508994230593776	    2.5094448	   13.8503151	   13.3331975	   12.4358540	   14.7887530	   15.3950251	   12.6293190	   12.7668137	   16.7052297	    6.3180430	    2.5390151	    1.7147673	    1.7493768	    6.9819785	    2.1676863
DDB_G0293702	rfc3	NA	replication factor C subunit 3	Q54BN3	-0.965216668234692	-1.75824081440	-1.1170531935	 -1.79375829574	0.509961098254837	   39.4253854	   10.0348799	    1.9994835	   10.9596958	   21.7168813	   19.9792900	    1.7289284	    2.7415103	   18.0954893	    2.1775695	    3.0139298	    5.5707098	    3.7789449	    9.0842000	   13.8530958
DDB_G0269670	DDB_G0269670	NA	C2 domain-containing protein/WW domain-containing protein	Q55DG0	-0.332908883363773	 0.91707051578	-0.7123261856	 -0.38143882713	0.510141556520918	    2.3049485	    5.7806262	    4.7996773	    6.6188976	    4.3438980	    5.2238577	    2.9120062	    4.7392806	    3.2070819	    2.6883278	    1.9963085	    2.3378274	    2.1414938	    3.1372331	    2.5498930
DDB_G0292410	DDB_G0292410	NA	CCCH-type zinc finger-containing protein	Q54DA5	-0.179625995397538	-0.24422385691	-0.0803060727	 -0.35375149945	0.510774425751211	   18.5708304	   20.7264590	    2.4829201	   15.9466759	   15.9743157	   16.7037476	   21.5934102	   19.9611034	   21.9946097	   10.8501091	   21.1403078	   17.9057873	   22.0191696	   15.4736441	   12.4150014
DDB_G0267852	DDB_G0267852	NA	maf family protein	Q55G28	-1.191317745205562	-1.62714876908	-1.8836802822	 -1.14623349772	0.512169348882742	   17.6046065	    3.3301405	    2.9813606	    9.6495719	   13.7025429	   10.9243461	   16.9692835	   13.9309098	   16.9239617	   20.9511595	   19.8567148	   23.3865088	   20.1373228	   26.0239679	   20.7444627
DDB_G0292632	folC	FPSG	tetrahydrofolylpolyglutamate synthase, folylpolyglutamate synthase	Q54CY5	-0.124147321189231	-0.31435480675	-0.7424946865	 -1.77975219124	0.512440277003387	  116.2550413	  108.6585285	  123.1935232	  111.3624579	  115.2194737	  109.9181904	  104.0550944	  126.6538999	  110.7814889	   92.8779589	  105.0512495	   94.4244193	   78.8428919	  110.7888916	  102.6241366
DDB_G0292212	vps26l	NA	vacuolar protein sorting-associated protein 26 family protein	Q54DI8	 0.712631668364748	 0.59710959999	 0.1527742044	 -0.62873006195	0.512913462078476	   13.3376600	    3.4363692	   10.5790385	    8.7958133	    9.6662137	    5.7204846	    4.2291580	   10.8998399	    2.8298516	    2.2631832	    3.2323497	    2.4956401	    1.9450067	    4.5441194	    3.7949538
DDB_G0291996	gxcU	RacGEF	pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, FYVE-type zinc finger-containing protein	Q54DW7	 0.101081833049001	-0.10722183250	 1.5154346095	  0.59205764828	0.513603409842877	   14.5814863	    1.7863042	    3.2723660	   27.1078739	    2.1609072	   20.0420348	   18.3346017	    2.6600844	    2.5325446	    2.6698364	   21.2966099	   19.7121981	   16.1638104	   19.8620948	   16.9805359
DDB_G0279627	DDB_G0279627	NA	NA	Q54WJ1	-1.068568204095830	-0.06523561173	-0.3363528727	 -1.39723590489	0.513872181691598	    2.5907775	    1.8681261	    2.7314917	    2.6619300	    1.7247391	    1.2798421	    2.1121415	    2.2281273	    2.0228265	    3.3515860	    1.8227542	    1.6478027	    3.1834595	    4.4343467	    2.3933547
DDB_G0279641	sae1	NA	sumo-activating enzyme subunit 1, ubiquitin-like 1-activating enzyme E1A	Q54WI4	 0.464536059037604	-0.55111536296	 0.8994305676	  1.25202392453	0.515837114092224	  158.4867929	  153.6858855	  176.5214386	  137.7774019	  166.6504432	  154.3441675	  150.0582392	  147.9173964	  151.8626672	  154.9913897	  146.2441694	  140.1919534	  141.5621878	  152.2060395	  145.3362301
DDB_G0282517	DDB_G0282517	NA	AhpC/TSA family protein	Q54SE2	 0.187997963138703	 0.24774707188	 0.1771587505	  0.07025409667	0.516141190675425	    5.1305235	    2.5934561	    6.7450198	    5.2287578	    7.2341309	    1.6930488	   10.4156465	    2.1144615	    6.7918151	   12.9311258	   12.3784428	   15.0188715	   14.2813113	    2.9008095	   11.6796584
DDB_G0292688	commd8	NA	COMM domain-containing protein 8	Q54CU8	-0.710020834808390	-0.08637034321	-0.0048196024	 -0.06600758845	0.516880586216393	    3.8816216	    2.9134576	    5.4509921	    4.4062016	    3.0369195	    3.6044835	    2.8119652	    5.9076136	    4.9411593	    2.3600563	    1.9358338	    4.9969252	    6.1468353	    3.4377105	    3.8020113
DDB_G0292780	DDB_G0292780	NA	Ran-binding protein 10	Q54CT2	 0.188979160965573	-0.38136767213	 0.5123953187	 -0.09041954258	0.51690700334369	    2.3132904	    2.3290614	    2.5823517	    2.8182302	    1.7362844	    3.0520129	    3.4693203	    2.5537266	    3.8644795	    2.1458706	    2.8281338	    1.7833442	    6.3701693	    3.3129015	    4.7498842
DDB_G0271858	gmppA	mpgB	GTP:alpha-D-mannose-1-phosphate guanylyltransferase, mannose-1-phosphate guanylyltransferase alpha	Q86HG0	 0.044826766041436	 0.14071850355	 0.1642491978	  0.01898007016	0.517395513841341	    3.4397247	    3.1729319	    2.2359504	    1.5678028	    2.9748645	    0.9921644	    1.4888306	    2.5644784	    2.7547185	    1.8263081	    2.5902857	    1.7333118	    1.5408788	    2.4045247	    3.3579761
DDB_G0288315	DDB_G0288315	NA	transmembrane protein	Q54J57	-0.020170503124863	 0.41907199079	 0.5291420296	  0.13382399181	0.517840857316595	  245.7355534	  278.7198185	  234.4016409	  270.8138739	  293.4773465	  270.6079461	  391.7534758	  452.3684923	  338.1538409	  813.7589367	  838.5407619	  620.9481158	  785.4371878	  686.5751357	  625.1235305
DDB_G0287769	ndufaf5	Ndufaf5	NADH dehydrogenase [ubiquinone] complex 1 assembly factor 5	Q54JW0	 0.204154715755007	 2.27635051927	 0.8840482546	 -0.55037425956	0.519361192658825	    5.3588923	   11.6856152	    7.9768916	   12.9960283	    8.5023356	    2.4041775	   11.9515394	    8.8193603	   11.3671951	   12.9117532	   11.1488399	    9.1399298	   14.7321215	   10.4321943	    9.1428197
DDB_G0282301	DDB_G0282301	NA	NA	Q54SQ6	-0.443927784122762	 0.06499724911	-0.3414426591	 -0.02897933324	0.519676337752555	    6.4722594	    5.9227185	    4.6126144	    1.6887471	    3.9326942	    6.0610161	    2.7966132	    4.3335501	    3.5205344	    3.2053611	    2.6426500	    1.5105465	    2.0102970	    2.8528320	    2.3907611
DDB_G0267688	cpnD	NA	phospholipid-binding protein, copine D	Q55GG1	 0.258641509811038	 0.24048720924	 0.1618524865	  0.03335077736	0.519676337752555	    2.5059177	    3.9911222	    3.4353804	    1.8367356	    8.0425064	    5.2620776	    4.9102947	    6.8884390	    7.6944763	    6.0463941	    1.9717717	    5.6866558	    6.4547044	    2.1195843	    6.0364696
DDB_G0279095	ptsA	PTS, PTPS	6-pyruvoyltetrahydropterin synthase	Q1ZXI0	 0.133745109780672	 0.11311757074	 0.1761478133	 -0.09083388525	0.52133766047315	  123.7577847	  112.4600293	  127.2517487	  132.9756391	  130.1186021	  131.2922175	  125.0931262	  131.0631283	  129.2410560	  117.7697719	  134.8560643	  127.8428547	  102.1847132	  141.0677504	  107.8777011
DDB_G0283823	DDB_G0283823	NA	NA	Q54QH6	 0.241632150428368	 0.22083442123	-0.0166693037	 -0.21938468898	0.522387554456811	  255.2475913	  259.5616071	  231.4152559	  270.7212787	  235.9252040	  277.6490300	  274.3911747	  254.1815167	  265.0697960	  269.1024226	  285.5303352	  251.0454420	  291.9232019	  345.8517420	  273.4475018
DDB_G0272668	ppr2	ppp4r2	protein phosphatase 4 regulatory subunit 2	Q86IL5	-0.136506386414897	-0.06150971706	-0.0898937585	 -0.20123155496	0.523016246495798	    2.1648078	    0.2862353	    5.2748061	    7.8603655	    6.1436099	    0.6015808	    6.2598050	    7.3636453	    7.7787952	    4.7951200	    1.6800633	    1.0279176	    9.4839626	    2.1776957	    7.4468502
DDB_G0283937	sec1	sec1A, secA, Stxbp1	Sec1-like family protein	Q54QC8	 0.029342932594735	 0.20566141937	 0.1617734502	  0.15539825333	0.523090438608017	    9.5129795	    6.6696651	    3.5482442	   11.1500454	   11.4439699	    9.6461895	   12.6704345	    8.4662663	    2.0256799	   10.5865896	   14.7126728	   15.2324373	   19.7124138	   13.7304920	   16.1807639
DDB_G0293244	DDB_G0293244	NA	tRNA (uracil-5-)-methyltransferase	Q54C42	-1.175451225531596	-0.18100357670	-0.3033288025	 -0.33925147051	0.523090438608017	   46.9676309	   54.4363466	   19.1499390	   47.4002451	   53.2847743	    2.0825305	   56.0317459	   55.4006556	   61.4960091	   45.7984513	   39.5573106	   48.9010036	   64.3715876	   28.4012463	    1.9552008
DDB_G0277977	xab2	NA	TPR-like helical domain-containing protein, tetratricopeptide-like helical domain-containing protein (TPR)	Q54Z08	-1.259903315650505	-0.34099739510	-0.2365639944	 -0.87760595116	0.523090438608017	    2.7152151	    2.5015692	    2.3377883	    1.1157645	    6.5057767	    3.3140104	    6.8819486	    7.8172505	    5.3937815	    5.7119508	    7.4970193	    6.7524142	    2.2600980	   11.1989899	    7.9986275
DDB_G0277885	gnd	PGD	6-phosphogluconate dehydrogenase (decarboxylating)	Q8TA03	-0.165273446434798	-0.09493868545	 0.0055536825	 -0.09286367255	0.523699574657879	  131.9205721	  144.9923987	  178.9278700	  149.0401048	  151.7349642	  166.1014028	  163.0967143	  138.5880857	  117.3115472	  156.6804418	  153.6544410	  138.0255200	  170.0782972	  161.1519545	  153.9196210
DDB_G0273795	DDB_G0273795	NA	NA	Q556V5	-0.130888487720601	-0.18507633542	-0.2010720801	 -0.30228587987	0.52381240182042	    2.2962175	    2.0851978	    4.9747117	    2.5809175	   37.5315585	    4.2508858	   26.9207132	   20.4924574	   17.1560822	  146.6131333	  139.4804789	   92.3021424	  161.4419903	  112.8790970	  109.3600578
