PG.Pvalue;PG.Qvalue;PG.Cscore;PG.MolecularWeight;PG.ProteinGroups;PG.ProteinAccessions;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfStrippedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfModifiedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.MS2Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.MS2Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.MS2Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.MS2Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.MS2Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.MS2Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.MS2Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.MS2Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.MS2Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.MS2Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.MS2Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.MS2Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.IBAQ;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.IBAQ;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.IBAQ;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.IBAQ;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.IBAQ;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.IBAQ;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.IBAQ;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.IBAQ;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.IBAQ;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.IBAQ;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.IBAQ;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.IBAQ
0.001844461;0.000211653;1.015055;NaN;Q55GS3;Q55GS3;7;7;7;7;7;7;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;7;7;7;7;7;7;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;301479.125;279879.4375;243084.0625;29094.67383;124219.3125;147989.3281;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;301479.125;279879.4375;243084.0625;29094.67383;124219.3125;147989.3281;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered
0.004391885;0.000403767;0.9946618;NaN;Q55GS5;Q55GS5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;125840.2344;192143.4063;151263.3594;73007.55469;79809.35938;102616.5703;129623.4922;76901.16406;125374.2344;58407.82031;50454.19531;184326.5625;125840.2344;192143.4063;151263.3594;73007.55469;79809.35938;102616.5703;129623.4922;76901.16406;125374.2344;58407.82031;50454.19531;184326.5625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.064936631;0.00465041;0.9150508;NaN;Q55GS6;Q55GS6;Filtered;Filtered;Filtered;3;3;Filtered;Filtered;3;Filtered;3;3;Filtered;Filtered;Filtered;Filtered;3;3;Filtered;Filtered;3;Filtered;3;3;Filtered;Filtered;Filtered;Filtered;34255.63672;17544.61719;Filtered;Filtered;39995.49219;Filtered;18258.01367;22901.21875;Filtered;Filtered;Filtered;Filtered;34255.63672;17544.61719;Filtered;Filtered;39995.49219;Filtered;18258.01367;22901.21875;Filtered;Filtered;Filtered;Filtered;NaN;NaN;Filtered;Filtered;NaN;Filtered;NaN;NaN;Filtered
0.000705025;0.000173541;1.035861;NaN;Q55GS7;Q55GS7;11;11;11;11;11;11;11;11;11;11;11;11;13;13;13;13;13;13;13;13;13;13;13;13;148787.0625;89210.9375;68396.15625;211903.4219;186229.4219;159001.7188;194600.2344;113705.6406;171883.4688;209012.9219;175675.0313;216354.2344;148787.0625;89210.9375;68396.15625;211903.4219;186229.4219;159001.7188;194600.2344;113705.6406;171883.4688;209012.9219;175675.0313;216354.2344;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001858426;0.000212612;1.014885;NaN;Q55GT0;Q55GT0;6;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;8;8;8;8;8;8;8;8;19045.64648;4117.930664;46116.875;84789.03906;88243.0625;78166.96875;70805.45313;96866.67969;92762.05469;102022.0547;90371.67188;86538.78906;19045.64648;4117.930664;46116.875;84789.03906;88243.0625;78166.96875;70805.45313;96866.67969;92762.05469;102022.0547;90371.67188;86538.78906;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000468218;0.000173541;1.044239;NaN;Q55GT3;Q55GT3;29;29;29;29;29;29;29;29;29;29;29;29;36;36;36;36;36;36;36;36;36;36;36;36;1397997.625;1053788.625;1099460.5;1350500.375;1366101.375;1430333.5;1959677.125;3188360.5;1786559.375;1965450.125;1455195.875;1164847.375;1397997.625;1053788.625;1099460.5;1350500.375;1366101.375;1430333.5;1959677.125;3188360.5;1786559.375;1965450.125;1455195.875;1164847.375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001723705;0.00020413;1.016577;NaN;Q55GT4;Q55GT4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;156866.1875;129106.5547;148989.6719;64197.28906;110122.4766;93404.44531;102736.7188;66334.40625;89485.07813;137709.4531;72090.25;57693;156866.1875;129106.5547;148989.6719;64197.28906;110122.4766;93404.44531;102736.7188;66334.40625;89485.07813;137709.4531;72090.25;57693;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000832203;0.000173541;1.03239;NaN;Q55GT5;Q55GT5;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;293198.4688;369833.5625;418875;265890.4063;269129.8438;289006.25;247476.7344;230986.5313;293370.7188;267455.125;262961.5313;249726.1406;293198.4688;369833.5625;418875;265890.4063;269129.8438;289006.25;247476.7344;230986.5313;293370.7188;267455.125;262961.5313;249726.1406;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002217553;0.000237865;1.010867;NaN;Q55GT9;Q55GT9;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;64572.44922;40989.77734;41162.78906;69153.38281;66467.80469;54003.52344;56483.5625;65026.85938;55170.07422;79688.10156;62529.95313;93139.83594;64572.44922;40989.77734;41162.78906;69153.38281;66467.80469;54003.52344;56483.5625;65026.85938;55170.07422;79688.10156;62529.95313;93139.83594;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000632089;0.000173541;1.038121;NaN;Q55GU1;Q55GU1;16;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;166717.2344;167038.6094;165252.7656;200998.9844;197198.0313;163069.4688;129742.2188;151590.2188;150320.3594;181938.7188;105449.5781;210467.6563;166717.2344;167038.6094;165252.7656;200998.9844;197198.0313;163069.4688;129742.2188;151590.2188;150320.3594;181938.7188;105449.5781;210467.6563;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000777655;0.000173541;1.033814;NaN;Q55GU2;Q55GU2;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;92022.26563;97512.125;118263.2969;130494.8594;136705.8281;110839.6875;137716.0156;135957.1094;127797.6172;169809.7031;157541.2813;142140.9063;92022.26563;97512.125;118263.2969;130494.8594;136705.8281;110839.6875;137716.0156;135957.1094;127797.6172;169809.7031;157541.2813;142140.9063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001037371;0.000173541;1.027706;NaN;Q55GU3;Q55GU3;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;10;10;10;10;10;10;10;10;10;194451.3438;264781.8125;240389.5;286955.875;209604.9844;258548.2813;269341.75;228637.2031;249655.5781;233981.3906;220493.1875;271438;194451.3438;264781.8125;240389.5;286955.875;209604.9844;258548.2813;269341.75;228637.2031;249655.5781;233981.3906;220493.1875;271438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001228531;0.000177481;1.024053;NaN;Q55GU4;Q55GU4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;14484.31836;16147.26172;28824.70313;59451.28125;56597.12891;31407.08984;25342.26953;29791.44141;27084.41797;11956.85938;48903.16016;46310.81641;14484.31836;16147.26172;28824.70313;59451.28125;56597.12891;31407.08984;25342.26953;29791.44141;27084.41797;11956.85938;48903.16016;46310.81641;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00084562;0.000173541;1.032053;NaN;Q55GU8;Q55GU8;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;35624.23047;39619.30078;35075.03516;31156.75195;39485.08203;57613.53125;45097.07031;40607.92578;35063.69531;37023.44922;30528.45313;71926.96875;35624.23047;39619.30078;35075.03516;31156.75195;39485.08203;57613.53125;45097.07031;40607.92578;35063.69531;37023.44922;30528.45313;71926.96875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000525619;0.000173541;1.041898;NaN;Q55GU9;Q55GU9;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;40806.1875;52285.52344;48493.29688;84794.46875;85830.29688;68450.82031;71800.10938;49667.02344;63646.55469;80425.39063;80802.3125;88163.46094;40806.1875;52285.52344;48493.29688;84794.46875;85830.29688;68450.82031;71800.10938;49667.02344;63646.55469;80425.39063;80802.3125;88163.46094;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000463147;0.000173541;1.044458;NaN;Q55GV0;Q55GV0;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;78680.53906;88570.61719;102081.125;91697.89844;109700.8047;89911.80469;85844.92188;87665.76563;96497.39844;110784.3672;133842.2188;111620;78680.53906;88570.61719;102081.125;91697.89844;109700.8047;89911.80469;85844.92188;87665.76563;96497.39844;110784.3672;133842.2188;111620;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002975783;0.000294499;1.004027;NaN;Q55GV1;Q55GV1;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;87924.79688;85268.8125;91805.85156;51403.625;52778.07813;53563.06641;41781.24219;47858.04688;45263.08984;60666.45313;42002.10156;39527.55078;87924.79688;85268.8125;91805.85156;51403.625;52778.07813;53563.06641;41781.24219;47858.04688;45263.08984;60666.45313;42002.10156;39527.55078;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001004746;0.000173541;1.02839;NaN;Q55GV2;Q55GV2;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;2960855.75;6502902.5;11628105;4562524.5;4729361;4622263;5390899;7248253.5;5691357.5;2471068.25;4641203;4670262;2960855.75;6502902.5;11628105;4562524.5;4729361;4622263;5390899;7248253.5;5691357.5;2471068.25;4641203;4670262;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000606786;0.000173541;1.038962;NaN;Q55GV3;Q55GV3;23;23;23;23;23;23;23;23;23;23;23;23;30;30;30;30;30;30;30;30;30;30;30;30;480961.75;433770.5;362663.9063;444144.25;467716.0938;421115.0938;467364.0625;392936.6563;439336.0313;459689.4375;443965.375;375156.6563;480961.75;433770.5;362663.9063;444144.25;467716.0938;421115.0938;467364.0625;392936.6563;439336.0313;459689.4375;443965.375;375156.6563;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.005416171;0.000481818;0.9894567;NaN|NaN;Q55GV3|Q869N2;Q55GV3|Q869N2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;833983.125;548712.6875;633400.8125;485714.7813;302466.0938;506663.125;672891.625;608975.1875;599439.6875;615811.625;550524.125;566823.0625;833983.125;548712.6875;633400.8125;485714.7813;302466.0938;506663.125;672891.625;608975.1875;599439.6875;615811.625;550524.125;566823.0625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.009121974;0.000757439;0.9759622;NaN;Q55GV4;Q55GV4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;13289.94531;21951.16016;18088.95898;62542.48438;30938.11914;24730.54688;26574.61328;17906.72852;19003.7793;61349.91797;61426.50391;47176.41406;13289.94531;21951.16016;18088.95898;62542.48438;30938.11914;24730.54688;26574.61328;17906.72852;19003.7793;61349.91797;61426.50391;47176.41406;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000706318;0.000173541;1.035822;NaN;Q55GV5;Q55GV5;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;71184.04688;114088.1406;121020.625;75801.42188;62107.71875;84259.95313;76758.20313;79535.125;76015.96094;48927.92188;86608.6875;91949.96875;71184.04688;114088.1406;121020.625;75801.42188;62107.71875;84259.95313;76758.20313;79535.125;76015.96094;48927.92188;86608.6875;91949.96875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000720863;0.000173541;1.035398;NaN;Q55GV6;Q55GV6;35;35;35;35;35;35;35;35;35;35;35;35;36;36;36;36;36;36;36;36;36;36;36;36;73816.51563;55390.22266;57084.66797;51621.91406;49781.63281;73353.17188;92437.40625;79738.64063;90844.76563;79925.1875;64741.44141;51994.33203;73816.51563;55390.22266;57084.66797;51621.91406;49781.63281;73353.17188;92437.40625;79738.64063;90844.76563;79925.1875;64741.44141;51994.33203;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000681893;0.000173541;1.036553;NaN;Q55GV8;Q55GV8;32;32;32;32;32;32;32;32;32;32;32;32;36;36;36;36;36;36;36;36;36;36;36;36;299032.6875;371703.3125;347887.5;441957.8125;491624.6563;476908.9688;487542.75;290773.1875;505764.0625;499706.6563;470404.3125;513284.625;299032.6875;371703.3125;347887.5;441957.8125;491624.6563;476908.9688;487542.75;290773.1875;505764.0625;499706.6563;470404.3125;513284.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001065298;0.000173541;1.027135;NaN;Q55GV9;Q55GV9;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;238607.1094;269470.2188;261386.0156;89193.21094;94734.27344;95806.09375;56765.14063;111080.6484;103258.0078;68394.09375;97744.25781;102045.375;238607.1094;269470.2188;261386.0156;89193.21094;94734.27344;95806.09375;56765.14063;111080.6484;103258.0078;68394.09375;97744.25781;102045.375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.004372723;0.000402089;0.9947691;NaN;Q55GW1;Q55GW1;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;130673.3125;104791.3438;103622.9375;153022.4375;156176.5313;150684.7344;181025.5938;184302.9219;161023.2344;268782.25;194712.0625;169117.9844;130673.3125;104791.3438;103622.9375;153022.4375;156176.5313;150684.7344;181025.5938;184302.9219;161023.2344;268782.25;194712.0625;169117.9844;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002051693;0.000225236;1.012643;NaN;Q55GW2;Q55GW2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;89330.08594;84172.46094;94240.25;69242.03125;76177.35938;76606.8125;77852.3125;84576.08594;98228.46094;104685.3828;80831.79688;59342.01953;89330.08594;84172.46094;94240.25;69242.03125;76177.35938;76606.8125;77852.3125;84576.08594;98228.46094;104685.3828;80831.79688;59342.01953;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.007986523;0.000674523;0.9794829;NaN;Q55GW4;Q55GW4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;564006.1875;586991.75;599567.375;807069.9375;880828.8125;745533.875;801190.9375;341850.8438;787856;878477.625;937274.4375;969289.3125;564006.1875;586991.75;599567.375;807069.9375;880828.8125;745533.875;801190.9375;341850.8438;787856;878477.625;937274.4375;969289.3125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000470765;0.000173541;1.04413;NaN;Q55GW5;Q55GW5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;205422.1563;204264.4531;85552.97656;226900.9219;268376.5;215267.7969;197724.7969;185522.75;175119.8906;236370.8125;226131.8594;237319.1719;205422.1563;204264.4531;85552.97656;226900.9219;268376.5;215267.7969;197724.7969;185522.75;175119.8906;236370.8125;226131.8594;237319.1719;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001292283;0.000180739;1.02295;"NaN;NaN;NaN;NaN;NaN";"Q55GX8;Q54TV8;O15723;Q54Z47;Q54AX3";"Q55GX8;Q54TV8;O15723;Q54Z47;Q54AX3";18;18;18;18;18;18;18;18;18;18;18;18;22;22;22;22;22;22;22;22;22;22;22;22;1033996.813;1033978.063;965851.75;1172644.25;1244047.75;1099936.5;1334948.5;1413588.375;1327558.5;1213370.125;1296572.5;1134743;1033996.813;1033978.063;965851.75;1172644.25;1244047.75;1099936.5;1334948.5;1413588.375;1327558.5;1213370.125;1296572.5;1134743;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000388365;0.000173541;1.047983;"NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN";"Q55H11;Q55GZ2;Q55H42;Q55H26;Q55H33;Q55GZ5;Q23896;Q54AM3;Q54AV5;Q55H07;Q55H36;Q54EZ9;Q54AS2;Q55H49;Q54AN4";"Q55H11;Q55GZ2;Q55H42;Q55H26;Q55H33;Q55GZ5;Q23896;Q54AM3;Q54AV5;Q55H07;Q55H36;Q54EZ9;Q54AS2;Q55H49;Q54AN4";8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;152026.0781;82271.57813;86863.78125;108452.3125;124619.3984;95744.88281;143163.9844;149106.875;129351.1563;146419.0625;112498.1563;106118.5469;152026.0781;82271.57813;86863.78125;108452.3125;124619.3984;95744.88281;143163.9844;149106.875;129351.1563;146419.0625;112498.1563;106118.5469;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001600347;0.000196362;1.018235;"NaN;NaN";"Q58A40;Q55C60";"Q58A40;Q55C60";18;18;18;18;18;18;18;18;18;18;18;18;19;19;19;19;19;19;19;19;19;19;19;19;7882178.5;8287985.5;10066947;5184529;4788018;8211658;6015740.5;6720053.5;7842679.5;5610737;5801128.5;5259370;7882178.5;8287985.5;10066947;5184529;4788018;8211658;6015740.5;6720053.5;7842679.5;5610737;5801128.5;5259370;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000879564;0.000173541;1.031221;NaN;Q58A41;Q58A41;32;32;32;32;32;32;32;32;32;32;32;32;34;34;34;34;34;34;34;34;34;34;34;34;239180.5938;262724.7188;251482.1719;136073.6719;142119.5781;102619.375;130289.4219;136978.9531;116408.0781;144714.8594;128712.4609;135386.3125;239180.5938;262724.7188;251482.1719;136073.6719;142119.5781;102619.375;130289.4219;136978.9531;116408.0781;144714.8594;128712.4609;135386.3125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000756387;0.000173541;1.034394;NaN;Q58A42;Q58A42;22;22;22;22;22;22;22;22;22;22;22;22;28;28;28;28;28;28;28;28;28;28;28;28;798329;943832.1875;890938.75;228182.6719;229532.0156;328232.1875;539877;487095.625;411996.3125;184192.8125;179315.7969;169722.7813;798329;943832.1875;890938.75;228182.6719;229532.0156;328232.1875;539877;487095.625;411996.3125;184192.8125;179315.7969;169722.7813;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00045597;0.000173541;1.044773;NaN;Q5FXM5;Q5FXM5;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;4292754.5;4544637;4782094.5;4533487.5;4687464.5;4403551;4098578;5620869;3903506.5;5461955;4113989;3683740.5;4292754.5;4544637;4782094.5;4533487.5;4687464.5;4403551;4098578;5620869;3903506.5;5461955;4113989;3683740.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001549961;0.000193261;1.018946;NaN;Q5R1U3;Q5R1U3;6;6;6;6;6;6;6;6;6;6;6;Filtered;7;7;7;7;7;7;7;7;7;7;7;Filtered;231315.1094;176050.4063;184511.6094;62658.99219;54845.66016;28389.39453;45113.08984;96154.10938;48928.52344;55689.15234;26042.35352;Filtered;231315.1094;176050.4063;184511.6094;62658.99219;54845.66016;28389.39453;45113.08984;96154.10938;48928.52344;55689.15234;26042.35352;Filtered;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Filtered
0.00073462;0.000173541;1.035004;NaN;Q5TJ56;Q5TJ56;28;28;28;28;28;28;28;28;28;28;28;28;30;30;30;30;30;30;30;30;30;30;30;30;65935.64844;63630.76953;61217.75;41759.98047;46306.94531;21904.9707;49298.69531;44177.98438;45118.71875;58464.52344;53221.43359;52917.44922;65935.64844;63630.76953;61217.75;41759.98047;46306.94531;21904.9707;49298.69531;44177.98438;45118.71875;58464.52344;53221.43359;52917.44922;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00040466;0.000173541;1.047164;NaN;Q5TJ57;Q5TJ57;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;53630.44531;46786.56641;40907.78516;43526.11719;44981.94141;43410.46484;52444.56641;40124.22266;37971.66797;55503.06641;55166.99219;45623.78125;53630.44531;46786.56641;40907.78516;43526.11719;44981.94141;43410.46484;52444.56641;40124.22266;37971.66797;55503.06641;55166.99219;45623.78125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000702323;0.000173541;1.03594;NaN;Q5TJ65;Q5TJ65;18;18;18;18;18;18;18;18;18;18;18;18;21;21;21;21;21;21;21;21;21;21;21;21;3447760.75;4513029;5170990.5;1747089.25;1487714.25;1770573.875;2057960.25;3024541.5;2255932.5;1493807.625;1890359.75;1784890.625;3447760.75;4513029;5170990.5;1747089.25;1487714.25;1770573.875;2057960.25;3024541.5;2255932.5;1493807.625;1890359.75;1784890.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
